collation_name;column_name;default_expr;formatted_type;generated_kind;identity_kind;not_null;object_name;object_type;ordinal_position;schema_name;type_name;type_schema
;amount;0;numeric(10,2);;;true;customer_credits;BASE TABLE;6;public;numeric;pg_catalog
;used_amount;0;numeric(10,2);;;true;customer_credits;BASE TABLE;7;public;numeric;pg_catalog
;available_amount;(amount - used_amount);numeric(10,2);s;;false;customer_credits;BASE TABLE;8;public;numeric;pg_catalog
pg_catalog.default;status;'available'::text;text;;;true;customer_credits;BASE TABLE;9;public;text;pg_catalog
;created_at;now();timestamp with time zone;;;false;customer_credits;BASE TABLE;10;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;false;customer_credits;BASE TABLE;11;public;timestamptz;pg_catalog
pg_catalog.default;credit_type;'cashback'::text;text;;;false;customer_credits;BASE TABLE;12;public;text;pg_catalog
;expires_at;;timestamp with time zone;;;false;customer_credits;BASE TABLE;13;public;timestamptz;pg_catalog
pg_catalog.default;source_payment_id;;text;;;false;customer_credits;BASE TABLE;14;public;text;pg_catalog
pg_catalog.default;description;;text;;;false;customer_credits;BASE TABLE;15;public;text;pg_catalog
;id;gen_random_uuid();uuid;;;true;customer_documents;BASE TABLE;1;public;uuid;pg_catalog
;customer_id;;uuid;;;true;customer_documents;BASE TABLE;2;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;customer_documents;BASE TABLE;3;public;uuid;pg_catalog
pg_catalog.default;name;;text;;;true;customer_documents;BASE TABLE;4;public;text;pg_catalog
pg_catalog.default;file_url;;text;;;false;customer_documents;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;file_type;;text;;;false;customer_documents;BASE TABLE;6;public;text;pg_catalog
pg_catalog.default;category;'other'::text;text;;;false;customer_documents;BASE TABLE;7;public;text;pg_catalog
;created_at;now();timestamp with time zone;;;true;customer_documents;BASE TABLE;8;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;customer_interactions;BASE TABLE;1;public;uuid;pg_catalog
;customer_id;;uuid;;;true;customer_interactions;BASE TABLE;2;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;customer_interactions;BASE TABLE;3;public;uuid;pg_catalog
;author_id;;uuid;;;true;customer_interactions;BASE TABLE;4;public;uuid;pg_catalog
pg_catalog.default;type;'note'::text;text;;;true;customer_interactions;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;content;;text;;;true;customer_interactions;BASE TABLE;6;public;text;pg_catalog
;created_at;now();timestamp with time zone;;;true;customer_interactions;BASE TABLE;7;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;true;customer_interactions;BASE TABLE;8;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;customer_subscriptions;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;customer_subscriptions;BASE TABLE;2;public;uuid;pg_catalog
;customer_id;;uuid;;;true;customer_subscriptions;BASE TABLE;3;public;uuid;pg_catalog
;plan_id;;uuid;;;true;customer_subscriptions;BASE TABLE;4;public;uuid;pg_catalog
pg_catalog.default;status;'active'::text;text;;;true;customer_subscriptions;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;payment_method;'in_person'::text;text;;;true;customer_subscriptions;BASE TABLE;6;public;text;pg_catalog
;started_at;now();timestamp with time zone;;;true;customer_subscriptions;BASE TABLE;7;public;timestamptz;pg_catalog
;current_period_start;now();timestamp with time zone;;;true;customer_subscriptions;BASE TABLE;8;public;timestamptz;pg_catalog
;current_period_end;(now() + '1 mon'::interval);timestamp with time zone;;;true;customer_subscriptions;BASE TABLE;9;public;timestamptz;pg_catalog
;next_billing_at;;timestamp with time zone;;;false;customer_subscriptions;BASE TABLE;10;public;timestamptz;pg_catalog
;canceled_at;;timestamp with time zone;;;false;customer_subscriptions;BASE TABLE;11;public;timestamptz;pg_catalog
;uses_this_period;0;integer;;;true;customer_subscriptions;BASE TABLE;12;public;int4;pg_catalog
;auto_renew;true;boolean;;;true;customer_subscriptions;BASE TABLE;13;public;bool;pg_catalog
pg_catalog.default;external_ref;;text;;;false;customer_subscriptions;BASE TABLE;14;public;text;pg_catalog
;metadata;'{}'::jsonb;jsonb;;;true;customer_subscriptions;BASE TABLE;15;public;jsonb;pg_catalog
;created_at;now();timestamp with time zone;;;true;customer_subscriptions;BASE TABLE;16;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;true;customer_subscriptions;BASE TABLE;17;public;timestamptz;pg_catalog
;paused_at;;timestamp with time zone;;;false;customer_subscriptions;BASE TABLE;18;public;timestamptz;pg_catalog
pg_catalog.default;pause_reason;;text;;;false;customer_subscriptions;BASE TABLE;19;public;text;pg_catalog
;pause_until;;timestamp with time zone;;;false;customer_subscriptions;BASE TABLE;20;public;timestamptz;pg_catalog
;resumed_at;;timestamp with time zone;;;false;customer_subscriptions;BASE TABLE;21;public;timestamptz;pg_catalog
pg_catalog.default;pause_notes;;text;;;false;customer_subscriptions;BASE TABLE;22;public;text;pg_catalog
;total_paused_days;0;integer;;;true;customer_subscriptions;BASE TABLE;23;public;int4;pg_catalog
pg_catalog.default;card_token;;text;;;false;customer_subscriptions;BASE TABLE;24;public;text;pg_catalog
;card_token_issued_at;;timestamp with time zone;;;false;customer_subscriptions;BASE TABLE;25;public;timestamptz;pg_catalog
;card_token_revoked_at;;timestamp with time zone;;;false;customer_subscriptions;BASE TABLE;26;public;timestamptz;pg_catalog
;coupon_id;;uuid;;;false;customer_subscriptions;BASE TABLE;27;public;uuid;pg_catalog
pg_catalog.default;coupon_code;;text;;;false;customer_subscriptions;BASE TABLE;28;public;text;pg_catalog
;coupon_discount;0;numeric(10,2);;;true;customer_subscriptions;BASE TABLE;29;public;numeric;pg_catalog
;coupon_first_month_only;false;boolean;;;true;customer_subscriptions;BASE TABLE;30;public;bool;pg_catalog
pg_catalog.default;referral_code;;text;;;false;customer_subscriptions;BASE TABLE;31;public;text;pg_catalog
pg_catalog.default;referred_by_code;;text;;;false;customer_subscriptions;BASE TABLE;32;public;text;pg_catalog
;referred_by_subscription_id;;uuid;;;false;customer_subscriptions;BASE TABLE;33;public;uuid;pg_catalog
pg_catalog.default;provider;;text;;;false;customer_subscriptions;BASE TABLE;34;public;text;pg_catalog
pg_catalog.default;provider_customer_id;;text;;;false;customer_subscriptions;BASE TABLE;35;public;text;pg_catalog
pg_catalog.default;provider_subscription_id;;text;;;false;customer_subscriptions;BASE TABLE;36;public;text;pg_catalog
;gateway_id;;uuid;;;false;customer_subscriptions;BASE TABLE;37;public;uuid;pg_catalog
;next_payment;;timestamp with time zone;;;false;customer_subscriptions;BASE TABLE;38;public;timestamptz;pg_catalog
;renewal_date;;timestamp with time zone;;;false;customer_subscriptions;BASE TABLE;39;public;timestamptz;pg_catalog
;amount;;numeric(10,2);;;false;customer_subscriptions;BASE TABLE;40;public;numeric;pg_catalog
pg_catalog.default;currency;'BRL'::text;text;;;false;customer_subscriptions;BASE TABLE;41;public;text;pg_catalog
;id;gen_random_uuid();uuid;;;true;customer_tasks;BASE TABLE;1;public;uuid;pg_catalog
;customer_id;;uuid;;;true;customer_tasks;BASE TABLE;2;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;customer_tasks;BASE TABLE;3;public;uuid;pg_catalog
;author_id;;uuid;;;true;customer_tasks;BASE TABLE;4;public;uuid;pg_catalog
pg_catalog.default;title;;text;;;true;customer_tasks;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;description;;text;;;false;customer_tasks;BASE TABLE;6;public;text;pg_catalog
pg_catalog.default;status;'pending'::text;text;;;true;customer_tasks;BASE TABLE;7;public;text;pg_catalog
;due_at;;timestamp with time zone;;;false;customer_tasks;BASE TABLE;8;public;timestamptz;pg_catalog
;created_at;now();timestamp with time zone;;;true;customer_tasks;BASE TABLE;9;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;true;customer_tasks;BASE TABLE;10;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;customers;BASE TABLE;1;public;uuid;pg_catalog
;user_id;;uuid;;;false;customers;BASE TABLE;2;public;uuid;pg_catalog
pg_catalog.default;name;;text;;;true;customers;BASE TABLE;3;public;text;pg_catalog
pg_catalog.default;phone;;text;;;false;customers;BASE TABLE;4;public;text;pg_catalog
pg_catalog.default;email;;text;;;false;customers;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;notes;;text;;;false;customers;BASE TABLE;6;public;text;pg_catalog
;created_at;timezone('utc'::text, now());timestamp with time zone;;;true;customers;BASE TABLE;7;public;timestamptz;pg_catalog
;cashback_balance;0;numeric;;;true;customers;BASE TABLE;8;public;numeric;pg_catalog
;loyalty_points;0;integer;;;false;customers;BASE TABLE;9;public;int4;pg_catalog
;credits;0;numeric;;;false;customers;BASE TABLE;10;public;numeric;pg_catalog
pg_catalog.default;avatar_url;;text;;;false;customers;BASE TABLE;11;public;text;pg_catalog
;birth_date;;date;;;false;customers;BASE TABLE;12;public;date;pg_catalog
;barber_id;;uuid;;;false;customers;BASE TABLE;13;public;uuid;pg_catalog
;birthday_sent;false;boolean;;;false;customers;BASE TABLE;14;public;bool;pg_catalog
;tenant_id;;uuid;;;false;customers;BASE TABLE;15;public;uuid;pg_catalog
;updated_at;now();timestamp with time zone;;;false;customers;BASE TABLE;16;public;timestamptz;pg_catalog
;credit_balance;0;numeric(10,2);;;false;customers;BASE TABLE;17;public;numeric;pg_catalog
;total_spent;0;numeric(10,2);;;false;customers;BASE TABLE;18;public;numeric;pg_catalog
;lifetime_value;0;numeric(10,2);;;false;customers;BASE TABLE;19;public;numeric;pg_catalog
;last_visit;;timestamp with time zone;;;false;customers;BASE TABLE;20;public;timestamptz;pg_catalog
;credits_used;0;numeric(10,2);;;false;customers;BASE TABLE;21;public;numeric;pg_catalog
;cashback_used;0;numeric(10,2);;;false;customers;BASE TABLE;22;public;numeric;pg_catalog
;allow_marketing;false;boolean;;;true;customers;BASE TABLE;23;public;bool;pg_catalog
;allow_notifications;true;boolean;;;true;customers;BASE TABLE;24;public;bool;pg_catalog
;privacy_accepted_at;;timestamp with time zone;;;false;customers;BASE TABLE;25;public;timestamptz;pg_catalog
;terms_accepted_at;;timestamp with time zone;;;false;customers;BASE TABLE;26;public;timestamptz;pg_catalog
;deletion_requested_at;;timestamp with time zone;;;false;customers;BASE TABLE;27;public;timestamptz;pg_catalog
pg_catalog.default;deletion_status;;text;;;false;customers;BASE TABLE;28;public;text;pg_catalog
;whatsapp_transactional_consent;true;boolean;;;true;customers;BASE TABLE;29;public;bool;pg_catalog
;whatsapp_marketing_consent;false;boolean;;;true;customers;BASE TABLE;30;public;bool;pg_catalog
pg_catalog.default;policy_version_accepted;;text;;;false;customers;BASE TABLE;31;public;text;pg_catalog
;xp;0;integer;;;false;customers;BASE TABLE;32;public;int4;pg_catalog
;loyalty_level_id;;uuid;;;false;customers;BASE TABLE;33;public;uuid;pg_catalog
;auth_migration_status;'legacy'::identity_status;identity_status;;;false;customers;BASE TABLE;34;public;identity_status;public
;auth_user_id;;uuid;;;false;customers;BASE TABLE;35;public;uuid;pg_catalog
;id;gen_random_uuid();uuid;;;true;email_logs;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;false;email_logs;BASE TABLE;2;public;uuid;pg_catalog
;user_id;;uuid;;;false;email_logs;BASE TABLE;3;public;uuid;pg_catalog
pg_catalog.default;recipient;;text;;;true;email_logs;BASE TABLE;4;public;text;pg_catalog
pg_catalog.default;template_key;;text;;;true;email_logs;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;provider;'resend'::text;text;;;true;email_logs;BASE TABLE;6;public;text;pg_catalog
pg_catalog.default;provider_message_id;;text;;;false;email_logs;BASE TABLE;7;public;text;pg_catalog
pg_catalog.default;status;'pending'::text;text;;;true;email_logs;BASE TABLE;8;public;text;pg_catalog
;attempts;0;integer;;;true;email_logs;BASE TABLE;9;public;int4;pg_catalog
;sent_at;;timestamp with time zone;;;false;email_logs;BASE TABLE;10;public;timestamptz;pg_catalog
;delivered_at;;timestamp with time zone;;;false;email_logs;BASE TABLE;11;public;timestamptz;pg_catalog
;failed_at;;timestamp with time zone;;;false;email_logs;BASE TABLE;12;public;timestamptz;pg_catalog
pg_catalog.default;error_code;;text;;;false;email_logs;BASE TABLE;13;public;text;pg_catalog
pg_catalog.default;correlation_id;;text;;;false;email_logs;BASE TABLE;14;public;text;pg_catalog
pg_catalog.default;provider_event_id;;text;;;false;email_logs;BASE TABLE;15;public;text;pg_catalog
;created_at;now();timestamp with time zone;;;true;email_logs;BASE TABLE;16;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;email_settings;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;email_settings;BASE TABLE;2;public;uuid;pg_catalog
pg_catalog.default;provider;'resend'::text;text;;;true;email_settings;BASE TABLE;3;public;text;pg_catalog
pg_catalog.default;api_key;;text;;;false;email_settings;BASE TABLE;4;public;text;pg_catalog
pg_catalog.default;sender_email;;text;;;false;email_settings;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;sender_name;;text;;;false;email_settings;BASE TABLE;6;public;text;pg_catalog
;created_at;now();timestamp with time zone;;;true;email_settings;BASE TABLE;7;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;true;email_settings;BASE TABLE;8;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;financial_adjustment_logs;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;false;financial_adjustment_logs;BASE TABLE;2;public;uuid;pg_catalog
;transaction_id;;uuid;;;false;financial_adjustment_logs;BASE TABLE;3;public;uuid;pg_catalog
;appointment_id;;uuid;;;false;financial_adjustment_logs;BASE TABLE;4;public;uuid;pg_catalog
;old_values;;jsonb;;;false;financial_adjustment_logs;BASE TABLE;5;public;jsonb;pg_catalog
;new_values;;jsonb;;;false;financial_adjustment_logs;BASE TABLE;6;public;jsonb;pg_catalog
pg_catalog.default;reason;;text;;;true;financial_adjustment_logs;BASE TABLE;7;public;text;pg_catalog
;adjusted_by;;uuid;;;false;financial_adjustment_logs;BASE TABLE;8;public;uuid;pg_catalog
;adjusted_at;now();timestamp with time zone;;;false;financial_adjustment_logs;BASE TABLE;9;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;lgpd_requests;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;false;lgpd_requests;BASE TABLE;2;public;uuid;pg_catalog
;customer_id;;uuid;;;false;lgpd_requests;BASE TABLE;3;public;uuid;pg_catalog
;user_id;;uuid;;;false;lgpd_requests;BASE TABLE;4;public;uuid;pg_catalog
pg_catalog.default;request_type;;text;;;true;lgpd_requests;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;status;'pending'::text;text;;;true;lgpd_requests;BASE TABLE;6;public;text;pg_catalog
;payload;'{}'::jsonb;jsonb;;;true;lgpd_requests;BASE TABLE;7;public;jsonb;pg_catalog
;response;;jsonb;;;false;lgpd_requests;BASE TABLE;8;public;jsonb;pg_catalog
pg_catalog.default;contact_email;;text;;;false;lgpd_requests;BASE TABLE;9;public;text;pg_catalog
pg_catalog.default;notes;;text;;;false;lgpd_requests;BASE TABLE;10;public;text;pg_catalog
pg_catalog.default;ip;;text;;;false;lgpd_requests;BASE TABLE;11;public;text;pg_catalog
pg_catalog.default;user_agent;;text;;;false;lgpd_requests;BASE TABLE;12;public;text;pg_catalog
;requested_at;now();timestamp with time zone;;;true;lgpd_requests;BASE TABLE;13;public;timestamptz;pg_catalog
;resolved_at;;timestamp with time zone;;;false;lgpd_requests;BASE TABLE;14;public;timestamptz;pg_catalog
;resolved_by;;uuid;;;false;lgpd_requests;BASE TABLE;15;public;uuid;pg_catalog
;created_at;now();timestamp with time zone;;;true;lgpd_requests;BASE TABLE;16;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;true;lgpd_requests;BASE TABLE;17;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;loyalty_achievements;BASE TABLE;1;public;uuid;pg_catalog
pg_catalog.default;name;;text;;;true;loyalty_achievements;BASE TABLE;2;public;text;pg_catalog
pg_catalog.default;description;;text;;;false;loyalty_achievements;BASE TABLE;3;public;text;pg_catalog
pg_catalog.default;icon;;text;;;false;loyalty_achievements;BASE TABLE;4;public;text;pg_catalog
;xp_reward;0;integer;;;true;loyalty_achievements;BASE TABLE;5;public;int4;pg_catalog
;category;'visit'::loyalty_category;loyalty_category;;;true;loyalty_achievements;BASE TABLE;6;public;loyalty_category;public
pg_catalog.default;requirement_type;;text;;;true;loyalty_achievements;BASE TABLE;7;public;text;pg_catalog
;requirement_value;1;integer;;;true;loyalty_achievements;BASE TABLE;8;public;int4;pg_catalog
;hidden_until_unlocked;false;boolean;;;false;loyalty_achievements;BASE TABLE;9;public;bool;pg_catalog
;created_at;now();timestamp with time zone;;;false;loyalty_achievements;BASE TABLE;10;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;loyalty_campaign_participations;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;loyalty_campaign_participations;BASE TABLE;2;public;uuid;pg_catalog
;campaign_id;;uuid;;;true;loyalty_campaign_participations;BASE TABLE;3;public;uuid;pg_catalog
;customer_id;;uuid;;;true;loyalty_campaign_participations;BASE TABLE;4;public;uuid;pg_catalog
;progress;'{}'::jsonb;jsonb;;;true;loyalty_campaign_participations;BASE TABLE;5;public;jsonb;pg_catalog
;current_value;0;numeric;;;true;loyalty_campaign_participations;BASE TABLE;6;public;numeric;pg_catalog
;target_value;;numeric;;;false;loyalty_campaign_participations;BASE TABLE;7;public;numeric;pg_catalog
;unlocked_at;;timestamp with time zone;;;false;loyalty_campaign_participations;BASE TABLE;8;public;timestamptz;pg_catalog
;redeemed_at;;timestamp with time zone;;;false;loyalty_campaign_participations;BASE TABLE;9;public;timestamptz;pg_catalog
